"Identifier","Instrument","AuthorsShortList","year","Unique_Ears","mean_absorbance","frequency","colorID"
"Abur_2014","HearID","Abur et al.",2014,14,0.311730589816461,609.375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.328527646139264,632.81201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.335757947279787,656.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.351178641723735,679.68798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.363311510506485,703.125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.380141524316705,726.56201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.394617079867392,750,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.410449205688676,773.43798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.427941500425947,796.875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.443379856235519,820.31201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.457661569931981,843.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.477164933123455,867.18798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.490677870619966,890.625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.49767680390909,914.06201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.506984315348827,937.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.513768723956784,960.93798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.5228521673579,984.375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.530958800428376,1007.80999755859,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.539211248142683,1031.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.554078626556664,1054.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.567795667075077,1078.11999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.576879601416235,1101.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.586561114036915,1125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.595717885641723,1148.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.605587401324693,1171.88000488281,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.614551707258334,1195.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.621753787302545,1218.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.626533446734657,1242.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.631915210620785,1265.61999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.635369883173582,1289.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.640485258772969,1312.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.642337103446527,1335.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.644974562693007,1359.38000488281,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.647180714488638,1382.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.649656365872646,1406.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.651629683268922,1429.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.652918810701492,1453.11999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.65433985008573,1476.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.659988361368982,1500,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.662384352209617,1523.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.664979711950434,1546.88000488281,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.667882025287468,1570.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.6700501720364,1593.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.672571990775819,1617.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.675821763626775,1640.61999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.676538557285557,1664.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.679207255896561,1687.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.682510485576124,1710.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.685719469835868,1734.38000488281,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.687167252029996,1757.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688310948234736,1781.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688414742888845,1804.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688411623596841,1828.11999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.689931795715678,1851.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.694241676798889,1875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.700172359998129,1898.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.705289233536745,1921.88000488281,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.705505123947348,1945.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.706394882348119,1968.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.706315273654704,1992.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.707678535611046,2015.61999511719,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.711429279852582,2039.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708038937346059,2062.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708189271245988,2085.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.707679381594062,2109.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.706066167468623,2132.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.704617763934087,2156.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.703378534636327,2179.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.701908365485011,2203.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.700997518808866,2226.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.699357695771115,2250,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.699163747670091,2273.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.698221959280116,2296.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.696451413798697,2320.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.69523462875157,2343.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.694121509121389,2367.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.692921082477789,2390.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.691380312293768,2414.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.690522797770646,2437.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.690313580115231,2460.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.690390158596696,2484.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.691591133831107,2507.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.692978393119209,2531.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.696832262785459,2554.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.693170649999258,2578.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.693408087625796,2601.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.694394556721862,2625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.693637906060535,2648.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.692112743596033,2671.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.691749338060618,2695.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.690030556643496,2718.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688314374049707,2742.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688246567881837,2765.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.687648350122024,2789.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.686790852659211,2812.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.686394068826826,2835.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.68708906029256,2859.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688568014757974,2882.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688711236417293,2906.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.690337268445565,2929.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.692186113781467,2953.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.694285098265628,2976.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.695446790922053,3000,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.697894380135195,3023.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.69999808853074,3046.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.701456698805702,3070.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.702777099502938,3093.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.706306319531738,3117.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.705991464123434,3140.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.707013590071274,3164.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708216848817407,3187.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708062439275031,3210.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708380380166428,3234.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708821196595625,3257.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708347871990836,3281.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.709879727251068,3304.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708441991663101,3328.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.708551865496806,3351.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.706938429374476,3375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.705820967120176,3398.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.70602730454839,3421.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.70449161783469,3445.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.704221599320976,3468.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.701755463271117,3492.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.702674307628554,3515.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.691326580812432,3539.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.699122965153383,3562.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.69447190379914,3585.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.695744470294033,3609.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.692664705961943,3632.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.688751815578767,3656.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.687590501533479,3679.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.684814246637481,3703.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.680236651140208,3726.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.67938315427425,3750,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.677758349067703,3773.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.672458674849904,3796.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.670230214358592,3820.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.664991899868663,3843.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.664922140918824,3867.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.661015834963443,3890.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.658827551864848,3914.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.65769185366071,3937.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.648002541247679,3960.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.649097798901553,3984.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.643465743365945,4007.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.64483765319598,4031.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.640657843147614,4054.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.633446865711285,4078.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.631551012442428,4101.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.626756536398007,4125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.62308522183068,4148.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.621716203662206,4171.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.619024342040018,4195.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.610990126750299,4218.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.609837643543677,4242.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.604776956232227,4265.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.603249014366646,4289.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.599154358965402,4312.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.592611377686262,4335.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.59367918247471,4359.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.582468398067416,4382.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.580292878406388,4406.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.573307700242315,4429.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.571435807265189,4453.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.564609530568123,4476.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.561480971501798,4500,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.549485134333372,4523.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.548137292311508,4546.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.542216288587269,4570.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.531626358339373,4593.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.534656363908125,4617.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.519202221641127,4640.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.508957994896538,4664.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.506292912876233,4687.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.491241644756222,4710.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.48905606643886,4734.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.472698750077956,4757.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.472629438279843,4781.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.458102752621837,4804.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.45645443466397,4828.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.441736947862926,4851.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.430389278421977,4875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.424640322320771,4898.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.411400390977078,4921.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.403803134567047,4945.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.394718756811807,4968.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.384064016502104,4992.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.385196636387442,5015.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.367264913603169,5039.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.35591481060778,5062.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.356587002308545,5085.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.346427647335507,5109.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.339137198049955,5132.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.326221561950765,5156.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.321218652395313,5179.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.317043676390788,5203.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.31263577283113,5226.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.307595100299436,5250,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.294093961589875,5273.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.307419293706438,5296.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.303733336227015,5320.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.28519820349329,5343.75,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.277291911908862,5367.18994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.281168195048385,5390.6201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.2767501234305,5414.06005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.28241689281006,5437.5,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.264614596870747,5460.93994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.283229662313563,5484.3798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.25794351725763,5507.81005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.287762854750059,5531.25,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.282939162037849,5554.68994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.0464732396273817,5578.1201171875,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.260538440762202,5601.56005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.272055928101193,5625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.256598532429839,5648.43994140625,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.258332513091725,5671.8798828125,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.258219388187435,5695.31005859375,"Abur et al. (2014) N=14; HearID"
"Abur_2014","HearID","Abur et al.",2014,14,0.25528768221135,5718.75,"Abur et al. (2014) N=14; HearID"
